Unsatisfiable,19,1
Unsatisfiable,7,1
Unsatisfiable,8,1
Unsatisfiable,29,2
Unsatisfiable,19,2
Unsatisfiable,18,2
Unsatisfiable,19,2
Unsatisfiable,17,2
Unsatisfiable,17,2
Unsatisfiable,10,3
Unsatisfiable,7,3
Unsatisfiable,7,3
Unsatisfiable,7,3
Unsatisfiable,7,3
Unsatisfiable,6,3
Unsatisfiable,6,3
Unsatisfiable,6,3
Unsatisfiable,7,3
Unsatisfiable,12,4
Unsatisfiable,10,4
Unsatisfiable,10,4
Satisfiable,11,4
Unsatisfiable,9,4
Unsatisfiable,9,4
Unsatisfiable,9,4
Unsatisfiable,9,4
Unsatisfiable,12,4
Unsatisfiable,9,4
Unsatisfiable,9,4
Unsatisfiable,8,4
Satisfiable,11,5
Unsatisfiable,14,5
Satisfiable,13,5
Unsatisfiable,13,5
Unsatisfiable,12,5
Unsatisfiable,13,5
Unsatisfiable,13,5
Unsatisfiable,12,5
Unsatisfiable,12,5
Unsatisfiable,12,5
Unsatisfiable,13,5
Unsatisfiable,13,5
Unsatisfiable,13,5
Unsatisfiable,12,5
Unsatisfiable,12,5
Satisfiable,13,6
Satisfiable,14,6
Unsatisfiable,21,6
Unsatisfiable,20,6
Satisfiable,11,6
Unsatisfiable,20,6
Unsatisfiable,19,6
Unsatisfiable,19,6
Unsatisfiable,20,6
Unsatisfiable,20,6
Unsatisfiable,19,6
Unsatisfiable,19,6
Unsatisfiable,19,6
Unsatisfiable,20,6
Unsatisfiable,19,6
Unsatisfiable,19,6
Unsatisfiable,19,6
Unsatisfiable,25,6
Satisfiable,15,7
Satisfiable,5,7
Unsatisfiable,29,7
Unsatisfiable,29,7
Unsatisfiable,28,7
Unsatisfiable,27,7
Satisfiable,6,7
Unsatisfiable,28,7
Unsatisfiable,32,7
Unsatisfiable,27,7
Unsatisfiable,27,7
Unsatisfiable,27,7
Unsatisfiable,26,7
Unsatisfiable,26,7
Unsatisfiable,27,7
Unsatisfiable,26,7
Unsatisfiable,26,7
Unsatisfiable,26,7
Unsatisfiable,26,7
Unsatisfiable,26,7
Unsatisfiable,26,7
Satisfiable,49,8
Satisfiable,9,8
Satisfiable,24,8
Satisfiable,6,8
Satisfiable,15,8
Satisfiable,44,8
Satisfiable,11,8
Satisfiable,48,8
Unsatisfiable,49,8
Unsatisfiable,50,8
Unsatisfiable,49,8
Unsatisfiable,50,8
Unsatisfiable,58,8
Unsatisfiable,59,8
Unsatisfiable,59,8
Unsatisfiable,59,8
Unsatisfiable,61,8
Unsatisfiable,59,8
Unsatisfiable,67,8
Unsatisfiable,60,8
Unsatisfiable,69,8
Unsatisfiable,49,8
Unsatisfiable,49,8
Unsatisfiable,50,8
Satisfiable,56,9
Satisfiable,32,9
Satisfiable,8,9
Satisfiable,15,9
Satisfiable,38,9
Satisfiable,6,9
Satisfiable,72,9
Satisfiable,39,9
Satisfiable,8,9
Unsatisfiable,96,9
Unsatisfiable,94,9
Satisfiable,56,9
Unsatisfiable,94,9
Unsatisfiable,104,9
Unsatisfiable,88,9
Unsatisfiable,88,9
Unsatisfiable,97,9
Unsatisfiable,89,9
Unsatisfiable,109,9
Unsatisfiable,94,9
Unsatisfiable,94,9
Unsatisfiable,94,9
Unsatisfiable,94,9
Unsatisfiable,94,9
Unsatisfiable,94,9
Unsatisfiable,94,9
Unsatisfiable,98,9
Satisfiable,49,10
Unsatisfiable,389,10
Satisfiable,17,10
Satisfiable,103,10
Satisfiable,168,10
Satisfiable,10,10
Satisfiable,183,10
Satisfiable,84,10
Unsatisfiable,176,10
Satisfiable,23,10
Unsatisfiable,175,10
Unsatisfiable,173,10
Satisfiable,142,10
Unsatisfiable,174,10
Unsatisfiable,173,10
Unsatisfiable,181,10
Unsatisfiable,174,10
Unsatisfiable,173,10
Unsatisfiable,175,10
Unsatisfiable,172,10
Unsatisfiable,174,10
Unsatisfiable,177,10
Unsatisfiable,174,10
Unsatisfiable,197,10
Unsatisfiable,186,10
Unsatisfiable,186,10
Unsatisfiable,190,10
Unsatisfiable,186,10
Unsatisfiable,183,10
Unsatisfiable,185,10
Satisfiable,20,11
Unsatisfiable,374,11
Satisfiable,50,11
Satisfiable,11,11
Satisfiable,22,11
Satisfiable,43,11
Satisfiable,167,11
Satisfiable,9,11
Satisfiable,7,11
Satisfiable,57,11
Satisfiable,31,11
Unsatisfiable,370,11
Unsatisfiable,375,11
Unsatisfiable,361,11
Unsatisfiable,349,11
Unsatisfiable,352,11
Unsatisfiable,373,11
Unsatisfiable,375,11
Unsatisfiable,382,11
Unsatisfiable,416,11
Unsatisfiable,453,11
Unsatisfiable,443,11
Unsatisfiable,397,11
Unsatisfiable,374,11
Unsatisfiable,370,11
Unsatisfiable,371,11
Unsatisfiable,370,11
Unsatisfiable,369,11
Unsatisfiable,372,11
Unsatisfiable,368,11
Unsatisfiable,370,11
Unsatisfiable,458,11
Unsatisfiable,447,11
Satisfiable,9,12
Satisfiable,5,12
Satisfiable,9,12
Satisfiable,36,12
Satisfiable,8,12
Satisfiable,22,12
Satisfiable,26,12
Satisfiable,5,12
Satisfiable,21,12
Satisfiable,140,12
Satisfiable,19,12
Satisfiable,15,12
Unsatisfiable,764,12
Unsatisfiable,767,12
Unsatisfiable,763,12
Satisfiable,765,12
Unsatisfiable,759,12
Unsatisfiable,763,12
Satisfiable,510,12
Unsatisfiable,761,12
Unsatisfiable,761,12
Unsatisfiable,784,12
Unsatisfiable,767,12
Unsatisfiable,893,12
Unsatisfiable,758,12
Unsatisfiable,765,12
Unsatisfiable,766,12
Unsatisfiable,766,12
Unsatisfiable,758,12
Unsatisfiable,763,12
Unsatisfiable,764,12
Unsatisfiable,765,12
Unsatisfiable,779,12
Unsatisfiable,762,12
Unsatisfiable,763,12
Unsatisfiable,763,12
Satisfiable,1165,13
Satisfiable,8,13
Satisfiable,88,13
Satisfiable,4,13
Satisfiable,407,13
Satisfiable,81,13
Satisfiable,40,13
Satisfiable,7,13
Satisfiable,206,13
Satisfiable,20,13
Satisfiable,63,13
Satisfiable,67,13
Satisfiable,10,13
Unsatisfiable,1537,13
Unsatisfiable,1452,13
Unsatisfiable,1445,13
Unsatisfiable,1553,13
Unsatisfiable,1501,13
Unsatisfiable,1539,13
Unsatisfiable,1537,13
Unsatisfiable,1500,13
Unsatisfiable,1443,13
Satisfiable,1402,13
Unsatisfiable,1531,13
Unsatisfiable,1440,13
Unsatisfiable,1508,13
Unsatisfiable,1544,13
Unsatisfiable,1524,13
Unsatisfiable,1436,13
Unsatisfiable,1433,13
Unsatisfiable,1501,13
Unsatisfiable,1529,13
Unsatisfiable,1532,13
Unsatisfiable,1537,13
Unsatisfiable,1762,13
Unsatisfiable,1529,13
Unsatisfiable,1497,13
Unsatisfiable,1531,13
Unsatisfiable,1509,13
Satisfiable,10,14
Satisfiable,152,14
Satisfiable,5,14
Satisfiable,8,14
Satisfiable,22,14
Satisfiable,246,14
Satisfiable,24,14
Satisfiable,112,14
Satisfiable,334,14
Satisfiable,24,14
Satisfiable,288,14
Satisfiable,9,14
Satisfiable,27,14
Satisfiable,9,14
Unsatisfiable,3134,14
Unsatisfiable,3117,14
Unsatisfiable,3126,14
Unsatisfiable,3120,14
Satisfiable,1423,14
Unsatisfiable,3177,14
Unsatisfiable,3114,14
Unsatisfiable,2922,14
Unsatisfiable,3026,14
Unsatisfiable,2924,14
Unsatisfiable,3028,14
Unsatisfiable,2971,14
Unsatisfiable,3032,14
Unsatisfiable,2923,14
Unsatisfiable,3021,14
Unsatisfiable,2975,14
Unsatisfiable,3103,14
Unsatisfiable,2922,14
Unsatisfiable,3030,14
Unsatisfiable,2925,14
Unsatisfiable,3039,14
Unsatisfiable,2924,14
Unsatisfiable,3065,14
Unsatisfiable,2922,14
Unsatisfiable,3028,14
Unsatisfiable,2958,14
Unsatisfiable,3029,14
Unsatisfiable,2923,14
Satisfiable,31,15
Satisfiable,251,15
Satisfiable,120,15
Satisfiable,107,15
Satisfiable,114,15
Satisfiable,9,15
Satisfiable,49,15
Satisfiable,7,15
Satisfiable,497,15
Satisfiable,24,15
Satisfiable,954,15
Satisfiable,17,15
Satisfiable,363,15
Satisfiable,13,15
Satisfiable,319,15
Unsatisfiable,6114,15
Unsatisfiable,6116,15
Unsatisfiable,6073,15
Unsatisfiable,6055,15
Unsatisfiable,6121,15
Unsatisfiable,6051,15
Unsatisfiable,6029,15
Unsatisfiable,6110,15
Unsatisfiable,6319,15
Unsatisfiable,6231,15
Unsatisfiable,6296,15
Unsatisfiable,6058,15
Unsatisfiable,6096,15
Unsatisfiable,6013,15
Unsatisfiable,6071,15
Unsatisfiable,6056,15
Unsatisfiable,6097,15
Unsatisfiable,6105,15
Unsatisfiable,6350,15
Unsatisfiable,6359,15
Unsatisfiable,6362,15
Unsatisfiable,6247,15
Unsatisfiable,6075,15
Unsatisfiable,6050,15
Unsatisfiable,6181,15
Unsatisfiable,6084,15
Unsatisfiable,6259,15
Unsatisfiable,6059,15
Unsatisfiable,6067,15
Unsatisfiable,6090,15
Satisfiable,35,16
Satisfiable,9,16
Satisfiable,23,16
Satisfiable,5,16
Satisfiable,31,16
Satisfiable,92,16
Satisfiable,122,16
Satisfiable,36,16
Satisfiable,252,16
Satisfiable,7,16
Satisfiable,4,16
Satisfiable,6,16
Satisfiable,58,16
Satisfiable,6,16
Satisfiable,26,16
Satisfiable,199,16
Unsatisfiable,12452,16
Unsatisfiable,12518,16
Unsatisfiable,12593,16
Unsatisfiable,12681,16
Unsatisfiable,13802,16
Satisfiable,15429,16
Unsatisfiable,14567,16
Unsatisfiable,12754,16
Unsatisfiable,12262,16
Unsatisfiable,12928,16
Satisfiable,2046,16
Unsatisfiable,12569,16
Unsatisfiable,12191,16
Unsatisfiable,12439,16
Unsatisfiable,12306,16
Unsatisfiable,13980,16
Unsatisfiable,15914,16
Unsatisfiable,15555,16
Unsatisfiable,15081,16
Unsatisfiable,13794,16
Unsatisfiable,15671,16
Unsatisfiable,15560,16
Unsatisfiable,14881,16
Unsatisfiable,13789,16
Unsatisfiable,14723,16
Unsatisfiable,14329,16
Unsatisfiable,14386,16
Unsatisfiable,12729,16
Unsatisfiable,13182,16
Unsatisfiable,13138,16
Unsatisfiable,13132,16
Unsatisfiable,12794,16
Satisfiable,283,17
Satisfiable,480,17
Satisfiable,53,17
Satisfiable,136,17
