Satisfiable,113,17
Satisfiable,145,17
Satisfiable,9,17
Satisfiable,6,17
Satisfiable,13,17
Satisfiable,23,17
Satisfiable,77,17
Satisfiable,37,17
Satisfiable,12,17
Satisfiable,7,17
Satisfiable,73,17
Satisfiable,38,17
Satisfiable,739,17
Unsatisfiable,25512,17
Unsatisfiable,26067,17
Unsatisfiable,25069,17
Unsatisfiable,26153,17
Unsatisfiable,25692,17
Satisfiable,20847,17
Unsatisfiable,25188,17
Unsatisfiable,29892,17
Unsatisfiable,27717,17
Unsatisfiable,26522,17
Unsatisfiable,24897,17
Unsatisfiable,28483,17
Unsatisfiable,27262,17
Unsatisfiable,25163,17
Unsatisfiable,24976,17
Satisfiable,22136,17
Unsatisfiable,25323,17
Unsatisfiable,25393,17
Unsatisfiable,25428,17
Unsatisfiable,26210,17
Unsatisfiable,24863,17
Unsatisfiable,25532,17
Unsatisfiable,25338,17
Unsatisfiable,26122,17
Unsatisfiable,25714,17
Unsatisfiable,25475,17
Unsatisfiable,25132,17
Unsatisfiable,26318,17
Unsatisfiable,25348,17
Unsatisfiable,24968,17
Unsatisfiable,25067,17
Unsatisfiable,25602,17
Unsatisfiable,26204,17
Unsatisfiable,25196,17
Satisfiable,115,18
Satisfiable,83,18
Satisfiable,21,18
Satisfiable,62,18
Satisfiable,791,18
Satisfiable,6,18
Satisfiable,13,18
Satisfiable,5,18
Satisfiable,11,18
Satisfiable,16,18
Satisfiable,25,18
Satisfiable,201,18
Satisfiable,360,18
Satisfiable,72,18
Satisfiable,41,18
Satisfiable,218,18
Satisfiable,36,18
Satisfiable,86,18
Satisfiable,52341,18
Unsatisfiable,51212,18
Unsatisfiable,51839,18
Unsatisfiable,51079,18
Unsatisfiable,54073,18
Unsatisfiable,51414,18
Satisfiable,45567,18
Unsatisfiable,52409,18
Unsatisfiable,55338,18
Unsatisfiable,51105,18
Satisfiable,15610,18
Unsatisfiable,52133,18
Unsatisfiable,52817,18
Unsatisfiable,55795,18
Satisfiable,2585,18
Unsatisfiable,58446,18
Unsatisfiable,55440,18
Unsatisfiable,64265,18
Unsatisfiable,63813,18
Unsatisfiable,64457,18
Unsatisfiable,57849,18
Unsatisfiable,51250,18
Unsatisfiable,52310,18
Unsatisfiable,62927,18
Unsatisfiable,57085,18
Unsatisfiable,54298,18
Unsatisfiable,51635,18
Unsatisfiable,58096,18
Unsatisfiable,61022,18
Unsatisfiable,51973,18
Unsatisfiable,52171,18
Unsatisfiable,53043,18
Unsatisfiable,63287,18
Unsatisfiable,56190,18
Unsatisfiable,53658,18
Unsatisfiable,51609,18
Satisfiable,17,19
Satisfiable,41,19
Satisfiable,403,19
Satisfiable,7,19
Satisfiable,9,19
Satisfiable,402,19
Satisfiable,247,19
Satisfiable,9,19
Satisfiable,53,19
Satisfiable,39,19
Satisfiable,21,19
Satisfiable,607,19
Satisfiable,10,19
Satisfiable,23,19
Satisfiable,15,19
Satisfiable,32,19
Satisfiable,10,19
Satisfiable,33,19
Satisfiable,44,19
Unsatisfiable,119301,19
Unsatisfiable,106467,19
Unsatisfiable,105230,19
Unsatisfiable,106122,19
Unsatisfiable,108757,19
Unsatisfiable,105702,19
Unsatisfiable,107036,19
Unsatisfiable,109339,19
Unsatisfiable,125432,19
Unsatisfiable,112418,19
Satisfiable,66498,19
Unsatisfiable,102941,19
Unsatisfiable,104429,19
Unsatisfiable,102860,19
Unsatisfiable,105442,19
Unsatisfiable,102820,19
Unsatisfiable,104324,19
Unsatisfiable,103386,19
Unsatisfiable,103773,19
Unsatisfiable,114465,19
Unsatisfiable,114295,19
Unsatisfiable,102815,19
Unsatisfiable,105353,19
Unsatisfiable,104987,19
Unsatisfiable,104650,19
Unsatisfiable,103255,19
Unsatisfiable,103420,19
Unsatisfiable,103815,19
Unsatisfiable,102560,19
Unsatisfiable,103552,19
Unsatisfiable,102921,19
Unsatisfiable,103165,19
Unsatisfiable,103056,19
Unsatisfiable,104487,19
Unsatisfiable,103929,19
Unsatisfiable,103310,19
Unsatisfiable,103251,19
Unsatisfiable,104042,19
